videoid,videourl,good_sub,sub,title,query_phrase,channel,channel_id,channel_url,punctuation_count,subtitle_duration,channel_follower_count,upload_date,duration,view_count,categories,like_count,subtitle_coverage
vaAqoz7GAPg,https://www.youtube.com/watch?v=vaAqoz7GAPg,False,False,,حفره پایین ترقوه ای,,,,0,0.0,,,,,[],,
JHv2vKCwuwQ,https://www.youtube.com/watch?v=JHv2vKCwuwQ,False,False,,جیمز باربر,,,,0,0.0,,,,,[],,
bPeciqqXzr4,https://www.youtube.com/watch?v=bPeciqqXzr4,False,False,,الفاکروناویروس,,,,0,0.0,,,,,[],,
Ic39gVaR64s,https://www.youtube.com/watch?v=Ic39gVaR64s,False,False,,حفره پایین ترقوه ای,,,,0,0.0,,,,,[],,
LJCx6WMDDqw,https://www.youtube.com/watch?v=LJCx6WMDDqw,False,False,,الفاکروناویروس,,,,0,0.0,,,,,[],,
zl1LZxRxdbw,https://www.youtube.com/watch?v=zl1LZxRxdbw,False,False,,حفره پایین ترقوه ای,,,,0,0.0,,,,,[],,
JXUSSlxnjiE,https://www.youtube.com/watch?v=JXUSSlxnjiE,False,False,,زاروبه,,,,0,0.0,,,,,[],,
6c9NK1yBBvA,https://www.youtube.com/watch?v=6c9NK1yBBvA,False,True,,فرهنگ و هنر ایران,,,,0,7.12,,,,,[],,
x_w_-z3olt0,https://www.youtube.com/watch?v=x_w_-z3olt0,False,False,,جاستین گاتلین,,,,0,0.0,,,,,[],,
2sWbGAjcpsM,https://www.youtube.com/watch?v=2sWbGAjcpsM,False,False,,جیمز راسل,,,,0,0.0,,,,,[],,
SKqtuckovYc,https://www.youtube.com/watch?v=SKqtuckovYc,False,False,,حفره پایین ترقوه ای,,,,0,0.0,,,,,[],,
u_PFUUNDB-0,https://www.youtube.com/watch?v=u_PFUUNDB-0,False,True,,جنگ های پرو,,,,0,2491.72,,,,,[],,
FfJ7tLjBa84,https://www.youtube.com/watch?v=FfJ7tLjBa84,False,False,,دالار رود,,,,0,0.0,,,,,[],,
GcHSWV1vmQ4,https://www.youtube.com/watch?v=GcHSWV1vmQ4,False,False,,اوتنپیشتی,,,,0,0.0,,,,,[],,
_VATyQFkv3o,https://www.youtube.com/watch?v=_VATyQFkv3o,False,True,,ویتنامی آمریکایی ها,,,,4,882.62,,,,,[],,
ZqJx53G4Tf4,https://www.youtube.com/watch?v=ZqJx53G4Tf4,False,False,,منطقه الطوره,,,,0,0.0,,,,,[],,
TFfyQRLBWLk,https://www.youtube.com/watch?v=TFfyQRLBWLk,False,False,,موشنگا,,,,0,0.0,,,,,[],,
d1_0EmLccec,https://www.youtube.com/watch?v=d1_0EmLccec,False,False,,سردینکا,,,,0,0.0,,,,,[],,
Ag72wgIGZD4,https://www.youtube.com/watch?v=Ag72wgIGZD4,False,False,,پل شهر,,,,0,0.0,,,,,[],,
80mEiQWIUDM,https://www.youtube.com/watch?v=80mEiQWIUDM,False,False,,آندرا پرادش,,,,0,0.0,,,,,[],,
BaHObjRUB8g,https://www.youtube.com/watch?v=BaHObjRUB8g,False,False,,بریته,,,,0,0.0,,,,,[],,
8eir5Ca3Sj0,https://www.youtube.com/watch?v=8eir5Ca3Sj0,False,False,,زیربنا و روبنا,,,,0,0.0,,,,,[],,
NeIMCFZ42wY,https://www.youtube.com/watch?v=NeIMCFZ42wY,False,False,,ایزدان کمانداری,,,,0,0.0,,,,,[],,
KuL6jz8p73Y,https://www.youtube.com/watch?v=KuL6jz8p73Y,False,False,,کوه های بایرن,,,,0,0.0,,,,,[],,
Ce5x5-ZZugM,https://www.youtube.com/watch?v=Ce5x5-ZZugM,False,False,,حفره پایین ترقوه ای,,,,0,0.0,,,,,[],,
l-SkEsy87Dg,https://www.youtube.com/watch?v=l-SkEsy87Dg,False,False,,موشنگا,,,,0,0.0,,,,,[],,
hzoJ5kySPaA,https://www.youtube.com/watch?v=hzoJ5kySPaA,False,False,,جیمز راسل,,,,0,0.0,,,,,[],,
VG_Howi96m8,https://www.youtube.com/watch?v=VG_Howi96m8,False,False,,شیمی تاریخ,,,,0,0.0,,,,,[],,
1WEQsrLnv6I,https://www.youtube.com/watch?v=1WEQsrLnv6I,False,False,,مریم الزمان,,,,0,0.0,,,,,[],,
nIiL0z899kM,https://www.youtube.com/watch?v=nIiL0z899kM,False,False,,گیاه پر,,,,0,0.0,,,,,[],,
REDlnpE_KQo,https://www.youtube.com/watch?v=REDlnpE_KQo,False,True,,سوریه در سده میلادی,,,,2,762.08,,,,,[],,
mB5b9uNYpfY,https://www.youtube.com/watch?v=mB5b9uNYpfY,False,True,,پیام هشدار,,,,0,3105.6,,,,,[],,
V3inus1AKYQ,https://www.youtube.com/watch?v=V3inus1AKYQ,False,True,,پیام هشدار,,,,0,490.25,,,,,[],,
PJyGx4IOnaY,https://www.youtube.com/watch?v=PJyGx4IOnaY,False,True,,مریم الزمان,,,,1,1524.44,,,,,[],,
eGqoj1xxGWc,https://www.youtube.com/watch?v=eGqoj1xxGWc,False,False,,ایلیچ ارزنجان,,,,0,0.0,,,,,[],,
VxmUwzVKBFE,https://www.youtube.com/watch?v=VxmUwzVKBFE,False,False,,شیمی تاریخ,,,,0,0.0,,,,,[],,
Y4vk-mFfUQQ,https://www.youtube.com/watch?v=Y4vk-mFfUQQ,False,False,,زاروبه,,,,0,0.0,,,,,[],,
67wNMtKxyfA,https://www.youtube.com/watch?v=67wNMtKxyfA,False,False,,ری کوریگان,,,,0,0.0,,,,,[],,
4cRVfcf97pI,https://www.youtube.com/watch?v=4cRVfcf97pI,False,False,,آثار ژولیوس سزار,,,,0,0.0,,,,,[],,
yZT4xJj1WSE,https://www.youtube.com/watch?v=yZT4xJj1WSE,False,True,,جیمز ساوت,,,,48,73.84,,,,,[],,
MZoxhcdbkQ0,https://www.youtube.com/watch?v=MZoxhcdbkQ0,False,False,,کادربندی عکاسی,,,,0,0.0,,,,,[],,
Mb9zWSk2ooI,https://www.youtube.com/watch?v=Mb9zWSk2ooI,False,False,,کادربندی عکاسی,,,,0,0.0,,,,,[],,
QYXf5DCNixQ,https://www.youtube.com/watch?v=QYXf5DCNixQ,False,False,,مدل اطلاعات,,,,0,0.0,,,,,[],,
cy8r7WSuT1I,https://www.youtube.com/watch?v=cy8r7WSuT1I,False,False,,چندجمله ای مانیک,,,,0,0.0,,,,,[],,
dSPwxgrQ5yU,https://www.youtube.com/watch?v=dSPwxgrQ5yU,False,True,,شوهر فیلم,,,,0,1430.99,,,,,[],,
At4mUV43gcY,https://www.youtube.com/watch?v=At4mUV43gcY,False,False,,عنکبوتی میمونان,,,,0,0.0,,,,,[],,
mommqOSOntY,https://www.youtube.com/watch?v=mommqOSOntY,False,False,,پل شهر,,,,0,0.0,,,,,[],,
MZwr6TUITCQ,https://www.youtube.com/watch?v=MZwr6TUITCQ,False,False,,حفره پایین ترقوه ای,,,,0,0.0,,,,,[],,
iFwJYLvDGSw,https://www.youtube.com/watch?v=iFwJYLvDGSw,False,False,,لوئیز بونفا,,,,0,0.0,,,,,[],,
kxdLtuDjDL8,https://www.youtube.com/watch?v=kxdLtuDjDL8,False,True,,گیاه پر,,,,0,27.5,,,,,[],,
lBXHrVcuZVQ,https://www.youtube.com/watch?v=lBXHrVcuZVQ,False,False,,لوئیز بونفا,,,,0,0.0,,,,,[],,
snR1Nez0qZ4,https://www.youtube.com/watch?v=snR1Nez0qZ4,False,False,,فرودگاه شهری اونیل,,,,0,0.0,,,,,[],,
JLY1AFDTMFM,https://www.youtube.com/watch?v=JLY1AFDTMFM,False,False,,آثار ژولیوس سزار,,,,0,0.0,,,,,[],,
G0Xs_J17Ygk,https://www.youtube.com/watch?v=G0Xs_J17Ygk,False,False,,باتا,,,,0,0.0,,,,,[],,
290vcPoJO2g,https://www.youtube.com/watch?v=290vcPoJO2g,False,False,,نت متغیر,,,,0,0.0,,,,,[],,
wroAy9qnKiY,https://www.youtube.com/watch?v=wroAy9qnKiY,False,False,,نت متغیر,,,,0,0.0,,,,,[],,
AQMsn8wG_1w,https://www.youtube.com/watch?v=AQMsn8wG_1w,False,True,,جمینی,,,,0,74.91,,,,,[],,
ibdoiFZ89ys,https://www.youtube.com/watch?v=ibdoiFZ89ys,False,True,,زندگی خودت را بکن,,,,0,463.04,,,,,[],,
Ndv-ayRNb_s,https://www.youtube.com/watch?v=Ndv-ayRNb_s,False,True,,نت متغیر,,,,0,1546.32,,,,,[],,
Ivjo1qmLa7o,https://www.youtube.com/watch?v=Ivjo1qmLa7o,False,False,,نبرد یامازاکی,,,,0,0.0,,,,,[],,
1roVBx5TRN8,https://www.youtube.com/watch?v=1roVBx5TRN8,False,False,,فرال اینتراکتیو,,,,0,0.0,,,,,[],,
Z5XMdKvKi50,https://www.youtube.com/watch?v=Z5XMdKvKi50,False,True,,اهالی لوله شهر,,,,0,2698.44,,,,,[],,
F2y-r9b5IIc,https://www.youtube.com/watch?v=F2y-r9b5IIc,False,False,,جمینی,,,,0,0.0,,,,,[],,
LEn04r7j_y0,https://www.youtube.com/watch?v=LEn04r7j_y0,False,False,,نت متغیر,,,,0,0.0,,,,,[],,
DTcQGJh0vSQ,https://www.youtube.com/watch?v=DTcQGJh0vSQ,False,False,,قلمرو کلیسا,,,,0,0.0,,,,,[],,
jy0E5n5x3pU,https://www.youtube.com/watch?v=jy0E5n5x3pU,False,False,,ژوراوینا,,,,0,0.0,,,,,[],,
NL8tmaj68qI,https://www.youtube.com/watch?v=NL8tmaj68qI,False,False,,فرال اینتراکتیو,,,,0,0.0,,,,,[],,
7wOqz43qFWc,https://www.youtube.com/watch?v=7wOqz43qFWc,False,True,,گنج تپه بهار,,,,0,1807.72,,,,,[],,
slgUVbjlwuU,https://www.youtube.com/watch?v=slgUVbjlwuU,False,False,,بازیکن فیلم,,,,0,0.0,,,,,[],,
D6KTkmZmXG0,https://www.youtube.com/watch?v=D6KTkmZmXG0,False,False,,جمینی,,,,0,0.0,,,,,[],,
ns1yrzYxwcA,https://www.youtube.com/watch?v=ns1yrzYxwcA,False,True,,زندگی خودت را بکن,,,,0,1074.12,,,,,[],,
ogqxNrWmgrQ,https://www.youtube.com/watch?v=ogqxNrWmgrQ,False,False,,ژوراوینا,,,,0,0.0,,,,,[],,
9bBfYX8X5aU,https://www.youtube.com/watch?v=9bBfYX8X5aU,False,False,,جمینی,,,,0,0.0,,,,,[],,
TqpVKimuom4,https://www.youtube.com/watch?v=TqpVKimuom4,False,False,,بازیکن فیلم,,,,0,0.0,,,,,[],,
ZtfhnlunPwY,https://www.youtube.com/watch?v=ZtfhnlunPwY,False,True,,ایندیا جولیانا,,,,0,415.0,,,,,[],,
kBjNzECS1Ys,https://www.youtube.com/watch?v=kBjNzECS1Ys,False,False,,موزه ها در تالین,,,,0,0.0,,,,,[],,
HoaSZuCRzz4,https://www.youtube.com/watch?v=HoaSZuCRzz4,False,False,,آرویوو,,,,0,0.0,,,,,[],,
qN0q-2r2-cM,https://www.youtube.com/watch?v=qN0q-2r2-cM,False,False,,بازیکن فیلم,,,,0,0.0,,,,,[],,
RnDxUFryOG8,https://www.youtube.com/watch?v=RnDxUFryOG8,False,False,,شیکو چین,,,,0,0.0,,,,,[],,
-NbpG8hLKG8,https://www.youtube.com/watch?v=-NbpG8hLKG8,False,True,,قلمرو کلیسا,,,,0,23700.32,,,,,[],,
lPu_L0Ig9Ak,https://www.youtube.com/watch?v=lPu_L0Ig9Ak,False,False,,ژوراوینا,,,,0,0.0,,,,,[],,
NRdNRsje9zw,https://www.youtube.com/watch?v=NRdNRsje9zw,False,True,,نت متغیر,,,,0,572.07,,,,,[],,
AbZ_sK00Cqc,https://www.youtube.com/watch?v=AbZ_sK00Cqc,False,False,,جمینی,,,,0,0.0,,,,,[],,
zM1K5-k5FF0,https://www.youtube.com/watch?v=zM1K5-k5FF0,False,False,,تنبل درختی قهوه ای,,,,0,0.0,,,,,[],,
7RqFLp0TqV0,https://www.youtube.com/watch?v=7RqFLp0TqV0,False,False,,جمینی,,,,0,0.0,,,,,[],,
J7NrGxikMWI,https://www.youtube.com/watch?v=J7NrGxikMWI,False,False,,ژوراوینا,,,,0,0.0,,,,,[],,
1DJ4AiEQ0B0,https://www.youtube.com/watch?v=1DJ4AiEQ0B0,False,False,,نبرد یامازاکی,,,,0,0.0,,,,,[],,
DvDlpkNY-J8,https://www.youtube.com/watch?v=DvDlpkNY-J8,False,False,,کیم سوک کمدین,,,,0,0.0,,,,,[],,
DsaS8bX__tg,https://www.youtube.com/watch?v=DsaS8bX__tg,False,False,,فرال اینتراکتیو,,,,0,0.0,,,,,[],,
QEj9DGufcPw,https://www.youtube.com/watch?v=QEj9DGufcPw,False,False,,شیکو چین,,,,0,0.0,,,,,[],,
UdxW77zYPYQ,https://www.youtube.com/watch?v=UdxW77zYPYQ,False,False,,ادبیات سودان,,,,0,0.0,,,,,[],,
gz0udpmFisE,https://www.youtube.com/watch?v=gz0udpmFisE,False,False,,جمینی,,,,0,0.0,,,,,[],,
0ZVA3tKMNhs,https://www.youtube.com/watch?v=0ZVA3tKMNhs,False,False,,بریته,,,,0,0.0,,,,,[],,
Uye31ib1tqk,https://www.youtube.com/watch?v=Uye31ib1tqk,False,False,,آندرا پرادش,,,,0,0.0,,,,,[],,
zZLbugcxczQ,https://www.youtube.com/watch?v=zZLbugcxczQ,False,False,,کیست پری آپیکال,,,,0,0.0,,,,,[],,
HEleUvQ_1dM,https://www.youtube.com/watch?v=HEleUvQ_1dM,False,True,,ناحیه بریده,,,,3,275.88,,,,,[],,
m9Pa9MEta50,https://www.youtube.com/watch?v=m9Pa9MEta50,False,False,,سنترال دارلینگ شایر,,,,0,0.0,,,,,[],,
zU0tlbfc1wg,https://www.youtube.com/watch?v=zU0tlbfc1wg,False,False,,علی اصغر شمیم,,,,0,0.0,,,,,[],,
944o-x7eI8M,https://www.youtube.com/watch?v=944o-x7eI8M,False,False,,زیربنا و روبنا,,,,0,0.0,,,,,[],,
wLnhH9-v5qA,https://www.youtube.com/watch?v=wLnhH9-v5qA,False,False,,کوه های بایرن,,,,0,0.0,,,,,[],,
hk2OkrrJW10,https://www.youtube.com/watch?v=hk2OkrrJW10,False,False,,سنترال دارلینگ شایر,,,,0,0.0,,,,,[],,
Y01wR5o5SVQ,https://www.youtube.com/watch?v=Y01wR5o5SVQ,False,True,,پیام هشدار,,,,0,553.29,,,,,[],,
Qj-IgJ9TVBg,https://www.youtube.com/watch?v=Qj-IgJ9TVBg,False,False,,موشنگا,,,,0,0.0,,,,,[],,
tXWQfKeiH00,https://www.youtube.com/watch?v=tXWQfKeiH00,False,True,,ناحیه بریده,,,,0,2823.97,,,,,[],,
4wrUpbphQC8,https://www.youtube.com/watch?v=4wrUpbphQC8,False,True,,پیام هشدار,,,,0,217.76,,,,,[],,
uMx9B9Uol2M,https://www.youtube.com/watch?v=uMx9B9Uol2M,False,True,,ناحیه بریده,,,,0,853.87,,,,,[],,
rT2zg7e1Xt0,https://www.youtube.com/watch?v=rT2zg7e1Xt0,False,False,,ایرج نوذری,,,,0,0.0,,,,,[],,
cV5_6ZnYNCc,https://www.youtube.com/watch?v=cV5_6ZnYNCc,False,False,,کیست پری آپیکال,,,,0,0.0,,,,,[],,
BvF-FFQe9G4,https://www.youtube.com/watch?v=BvF-FFQe9G4,False,False,,ادبیات سودان,,,,0,0.0,,,,,[],,
SehaF0_cXso,https://www.youtube.com/watch?v=SehaF0_cXso,False,False,,پل شهر,,,,0,0.0,,,,,[],,
0jaMHiV0GL8,https://www.youtube.com/watch?v=0jaMHiV0GL8,False,False,,تنبل درختی قهوه ای,,,,0,0.0,,,,,[],,
fSHEH3WBtHI,https://www.youtube.com/watch?v=fSHEH3WBtHI,False,False,,کیم سوک کمدین,,,,0,0.0,,,,,[],,
bnwsE4CH-mA,https://www.youtube.com/watch?v=bnwsE4CH-mA,False,False,,شیکو چین,,,,0,0.0,,,,,[],,
PRZcGWaV4ps,https://www.youtube.com/watch?v=PRZcGWaV4ps,False,False,,ژوراوینا,,,,0,0.0,,,,,[],,
e0hICiU2o1o,https://www.youtube.com/watch?v=e0hICiU2o1o,False,True,,زندگی خودت را بکن,,,,0,991.44,,,,,[],,
jI_xZFDqoBg,https://www.youtube.com/watch?v=jI_xZFDqoBg,False,False,,اهالی لوله شهر,,,,0,0.0,,,,,[],,
hvnz4wtyeKc,https://www.youtube.com/watch?v=hvnz4wtyeKc,False,False,,الفبای مانوی,,,,0,0.0,,,,,[],,
KrN-UcgksbM,https://www.youtube.com/watch?v=KrN-UcgksbM,False,False,,کیم سوک کمدین,,,,0,0.0,,,,,[],,
DHF87NOgv9o,https://www.youtube.com/watch?v=DHF87NOgv9o,False,False,,الفاکروناویروس,,,,0,0.0,,,,,[],,
6nOrhMoYpgA,https://www.youtube.com/watch?v=6nOrhMoYpgA,False,False,,جمینی,,,,0,0.0,,,,,[],,
BxF8iW4qTbk,https://www.youtube.com/watch?v=BxF8iW4qTbk,False,False,,موزه ها در تالین,,,,0,0.0,,,,,[],,
avYUQ85s0e0,https://www.youtube.com/watch?v=avYUQ85s0e0,False,False,,جنگل های حرا,,,,0,0.0,,,,,[],,
qYorUByOzS4,https://www.youtube.com/watch?v=qYorUByOzS4,False,True,,جنگل های حرا,,,,0,657.15,,,,,[],,
5GZ1fxqbHNw,https://www.youtube.com/watch?v=5GZ1fxqbHNw,False,False,,جاستین گاتلین,,,,0,0.0,,,,,[],,
jp7y7Cwwgzs,https://www.youtube.com/watch?v=jp7y7Cwwgzs,False,True,,پیام هشدار,,,,46,366.0,,,,,[],,
H4s8EGY7cmg,https://www.youtube.com/watch?v=H4s8EGY7cmg,False,False,,کامیل کیتون,,,,0,0.0,,,,,[],,
fCkGDOblkzE,https://www.youtube.com/watch?v=fCkGDOblkzE,False,False,,کمبود سلنیوم,,,,0,0.0,,,,,[],,
h777yfE39O8,https://www.youtube.com/watch?v=h777yfE39O8,False,False,,تایسون گریفین,,,,0,0.0,,,,,[],,
NKKT06GcCb0,https://www.youtube.com/watch?v=NKKT06GcCb0,False,False,,نبرد یامازاکی,,,,0,0.0,,,,,[],,
oby2Y-Szd_Y,https://www.youtube.com/watch?v=oby2Y-Szd_Y,False,False,,کیم سوک کمدین,,,,0,0.0,,,,,[],,
UL-zD2DI_u0,https://www.youtube.com/watch?v=UL-zD2DI_u0,False,False,,فرال اینتراکتیو,,,,0,0.0,,,,,[],,
-VF7pV6o3DM,https://www.youtube.com/watch?v=-VF7pV6o3DM,False,False,,جمینی,,,,0,0.0,,,,,[],,
VKanwM3KeSE,https://www.youtube.com/watch?v=VKanwM3KeSE,False,True,,زندگی خودت را بکن,,,,0,932.23,,,,,[],,
Y02wCdcHQp0,https://www.youtube.com/watch?v=Y02wCdcHQp0,False,False,,بازیکن فیلم,,,,0,0.0,,,,,[],,
n2SDiF5K1KE,https://www.youtube.com/watch?v=n2SDiF5K1KE,False,False,,کیم سوک کمدین,,,,0,0.0,,,,,[],,
5_CCag3DgSU,https://www.youtube.com/watch?v=5_CCag3DgSU,False,False,,نبرد یامازاکی,,,,0,0.0,,,,,[],,
ksNs9PXgULo,https://www.youtube.com/watch?v=ksNs9PXgULo,False,False,,کیم سوک کمدین,,,,0,0.0,,,,,[],,
2H8JsUlFbTk,https://www.youtube.com/watch?v=2H8JsUlFbTk,False,False,,ژوراوینا,,,,0,0.0,,,,,[],,
aVqk-D1-soM,https://www.youtube.com/watch?v=aVqk-D1-soM,False,False,,ژوراوینا,,,,0,0.0,,,,,[],,
TOXyvg6rQRk,https://www.youtube.com/watch?v=TOXyvg6rQRk,False,False,,نبرد یامازاکی,,,,0,0.0,,,,,[],,
Fs0t6SdODd8,https://www.youtube.com/watch?v=Fs0t6SdODd8,False,False,,جمینی,,,,0,0.0,,,,,[],,
dPPSKzwXTsc,https://www.youtube.com/watch?v=dPPSKzwXTsc,False,False,,موومنت,,,,0,0.0,,,,,[],,
U42iLGDdu-E,https://www.youtube.com/watch?v=U42iLGDdu-E,False,False,,موومنت,,,,0,0.0,,,,,[],,
jGt8o2uvIhE,https://www.youtube.com/watch?v=jGt8o2uvIhE,False,False,,الفبای مانوی,,,,0,0.0,,,,,[],,
ecizPEYhhPI,https://www.youtube.com/watch?v=ecizPEYhhPI,False,False,,نت متغیر,,,,0,0.0,,,,,[],,
x1TyiitIz38,https://www.youtube.com/watch?v=x1TyiitIz38,False,False,,فرال اینتراکتیو,,,,0,0.0,,,,,[],,
UQbBa6iCkRc,https://www.youtube.com/watch?v=UQbBa6iCkRc,False,False,,ژوراوینا,,,,0,0.0,,,,,[],,
Jb1LLe7J7WY,https://www.youtube.com/watch?v=Jb1LLe7J7WY,False,False,,کمپانی ملی کیف پول,,,,0,0.0,,,,,[],,
o5_EZhDooXM,https://www.youtube.com/watch?v=o5_EZhDooXM,False,False,,سردینکا,,,,0,0.0,,,,,[],,
QuEM-VJol8k,https://www.youtube.com/watch?v=QuEM-VJol8k,False,False,,منطقه الطوره,,,,0,0.0,,,,,[],,
NNbWGVZJEV4,https://www.youtube.com/watch?v=NNbWGVZJEV4,False,False,,برج ساعت ازمیر,,,,0,0.0,,,,,[],,
vfxUJOjbaaA,https://www.youtube.com/watch?v=vfxUJOjbaaA,False,False,,سیاست مرزیساید,,,,0,0.0,,,,,[],,
3Jyrw81IEFA,https://www.youtube.com/watch?v=3Jyrw81IEFA,False,False,,ادام اسمیت شناگر,,,,0,0.0,,,,,[],,
h6b8dGVK06Y,https://www.youtube.com/watch?v=h6b8dGVK06Y,False,False,,فرهنگ اورگن,,,,0,0.0,,,,,[],,
0q4fgykl8Rs,https://www.youtube.com/watch?v=0q4fgykl8Rs,False,False,,آدولف آندرسن,,,,0,0.0,,,,,[],,
Lu326pcQorw,https://www.youtube.com/watch?v=Lu326pcQorw,False,True,,اهالی لوله شهر,,,,0,15668.64,,,,,[],,
ZUCXJEbLp0E,https://www.youtube.com/watch?v=ZUCXJEbLp0E,False,False,,آثار ژولیوس سزار,,,,0,0.0,,,,,[],,
KyKc6DspEiY,https://www.youtube.com/watch?v=KyKc6DspEiY,False,False,,آدولف آندرسن,,,,0,0.0,,,,,[],,
aFB_6X9_mbo,https://www.youtube.com/watch?v=aFB_6X9_mbo,False,False,,آثار ژولیوس سزار,,,,0,0.0,,,,,[],,
_z2JFvbyDvY,https://www.youtube.com/watch?v=_z2JFvbyDvY,False,False,,حقوق کیفری عمومی,,,,0,0.0,,,,,[],,
DVKCTIsF6Yc,https://www.youtube.com/watch?v=DVKCTIsF6Yc,False,False,,آدولف آندرسن,,,,0,0.0,,,,,[],,
J651ipRT4sI,https://www.youtube.com/watch?v=J651ipRT4sI,False,False,,جنگ های پرو,,,,0,0.0,,,,,[],,
Bqn3SNyjsSE,https://www.youtube.com/watch?v=Bqn3SNyjsSE,False,False,,جمینی,,,,0,0.0,,,,,[],,
B6m5472ndyY,https://www.youtube.com/watch?v=B6m5472ndyY,False,False,,موومنت,,,,0,0.0,,,,,[],,
HUmQeXBoRII,https://www.youtube.com/watch?v=HUmQeXBoRII,False,False,,سردینکا,,,,0,0.0,,,,,[],,
V_GzsUp5PYE,https://www.youtube.com/watch?v=V_GzsUp5PYE,False,True,,بازیکن فیلم,,,,0,1015.1,,,,,[],,
V3NLYK2yBbU,https://www.youtube.com/watch?v=V3NLYK2yBbU,False,False,,کاربر تندر ال,,,,0,0.0,,,,,[],,
3e_GeCso_4E,https://www.youtube.com/watch?v=3e_GeCso_4E,False,False,,کمبود سلنیوم,,,,0,0.0,,,,,[],,
_gOIZ-PA2Wo,https://www.youtube.com/watch?v=_gOIZ-PA2Wo,False,False,,فرال اینتراکتیو,,,,0,0.0,,,,,[],,
uBGv96y598Y,https://www.youtube.com/watch?v=uBGv96y598Y,False,False,,باشگاه فوتبال مارلو,,,,0,0.0,,,,,[],,
uqzxnz6d7JM,https://www.youtube.com/watch?v=uqzxnz6d7JM,False,False,,آدولف آندرسن,,,,0,0.0,,,,,[],,
1k17FdcMV5k,https://www.youtube.com/watch?v=1k17FdcMV5k,False,False,,رویای گرجی,,,,0,0.0,,,,,[],,
fZpZMxjfmIY,https://www.youtube.com/watch?v=fZpZMxjfmIY,False,False,,کاربر تندر ال,,,,0,0.0,,,,,[],,
MjmI8lBsjKs,https://www.youtube.com/watch?v=MjmI8lBsjKs,False,False,,کمبود سلنیوم,,,,0,0.0,,,,,[],,
eoYXHinShW4,https://www.youtube.com/watch?v=eoYXHinShW4,False,False,,یوری باتورین,,,,0,0.0,,,,,[],,
hm4GGnRVGeQ,https://www.youtube.com/watch?v=hm4GGnRVGeQ,False,True,,کمبود سلنیوم,,,,0,530.25,,,,,[],,
KfAoFCzj8k8,https://www.youtube.com/watch?v=KfAoFCzj8k8,False,False,,کمبود سلنیوم,,,,0,0.0,,,,,[],,
udlnNJy0cks,https://www.youtube.com/watch?v=udlnNJy0cks,False,True,,باشگاه فوتبال مارلو,,,,0,835.92,,,,,[],,
NUcM0sOY-ds,https://www.youtube.com/watch?v=NUcM0sOY-ds,False,False,,ایگوان,,,,0,0.0,,,,,[],,
z5oFPzH5Ijc,https://www.youtube.com/watch?v=z5oFPzH5Ijc,False,False,,کمبود سلنیوم,,,,0,0.0,,,,,[],,
N4M3XS3Rkgs,https://www.youtube.com/watch?v=N4M3XS3Rkgs,False,False,,کاربر تندر ال,,,,0,0.0,,,,,[],,
H2LbifdQZjE,https://www.youtube.com/watch?v=H2LbifdQZjE,False,True,,نورثروپ اچ ال,,,,0,1264.22,,,,,[],,
pJOeJBPzhh0,https://www.youtube.com/watch?v=pJOeJBPzhh0,False,False,,ایگوان,,,,0,0.0,,,,,[],,
AIxOZF_fezU,https://www.youtube.com/watch?v=AIxOZF_fezU,False,False,,دومینیک کیتینگ,,,,0,0.0,,,,,[],,
dNvo2M46MnU,https://www.youtube.com/watch?v=dNvo2M46MnU,False,False,,طاعون سیاه,,,,0,0.0,,,,,[],,
PLp8L2jFIXw,https://www.youtube.com/watch?v=PLp8L2jFIXw,False,False,,ویلیام گلدی,,,,0,0.0,,,,,[],,
rgDsEmIPXWM,https://www.youtube.com/watch?v=rgDsEmIPXWM,False,False,,نت متغیر,,,,0,0.0,,,,,[],,
opVCBFErdIg,https://www.youtube.com/watch?v=opVCBFErdIg,False,False,,قلمرو کلیسا,,,,0,0.0,,,,,[],,
TeLgJVnhtWs,https://www.youtube.com/watch?v=TeLgJVnhtWs,False,False,,گونه نزدیک تهدید,,,,0,0.0,,,,,[],,
JJs40UPVyos,https://www.youtube.com/watch?v=JJs40UPVyos,False,False,,تنبل درختی قهوه ای,,,,0,0.0,,,,,[],,
IQg2sXSx-yU,https://www.youtube.com/watch?v=IQg2sXSx-yU,False,False,,ساختمان مستقل,,,,0,0.0,,,,,[],,
cf8tDbR7V-k,https://www.youtube.com/watch?v=cf8tDbR7V-k,False,True,,پرده های رنگ آبی,,,,0,741.4,,,,,[],,
Xu_RwkVbAgQ,https://www.youtube.com/watch?v=Xu_RwkVbAgQ,False,False,,تایسون گریفین,,,,0,0.0,,,,,[],,
-JIRMwZlI_Q,https://www.youtube.com/watch?v=-JIRMwZlI_Q,False,False,,بتسی براندت,,,,0,0.0,,,,,[],,
l0-GII4RIzI,https://www.youtube.com/watch?v=l0-GII4RIzI,False,False,,کیم سوک کمدین,,,,0,0.0,,,,,[],,
XHbIEZMXOoY,https://www.youtube.com/watch?v=XHbIEZMXOoY,False,False,,کیم سوک کمدین,,,,0,0.0,,,,,[],,
LkfwL66591k,https://www.youtube.com/watch?v=LkfwL66591k,False,False,,ایگوان,,,,0,0.0,,,,,[],,
xkaBA_FIEnk,https://www.youtube.com/watch?v=xkaBA_FIEnk,False,False,,آدولف آندرسن,,,,0,0.0,,,,,[],,
