videoid,videourl,good_sub,sub,title,query_phrase,channel,channel_id,channel_url,punctuation_count,subtitle_duration,channel_follower_count,upload_date,duration,view_count,categories,like_count,subtitle_coverage
RxqEpOGeStY,https://www.youtube.com/watch?v=RxqEpOGeStY,False,False,,,,,,0,0.0,,,,,[],,
zBir8XLSuX4,https://www.youtube.com/watch?v=zBir8XLSuX4,False,False,,,,,,0,0.0,,,,,[],,
gKLd4NOzHwM,https://www.youtube.com/watch?v=gKLd4NOzHwM,False,False,,,,,,0,0.0,,,,,[],,
5G1MR5Ms4ek,https://www.youtube.com/watch?v=5G1MR5Ms4ek,False,False,,,,,,0,0.0,,,,,[],,
l4Snh8M8NJE,https://www.youtube.com/watch?v=l4Snh8M8NJE,False,False,,,,,,0,0.0,,,,,[],,
aouvqLc9M7E,https://www.youtube.com/watch?v=aouvqLc9M7E,False,False,,,,,,0,0.0,,,,,[],,
cD_ZnuveAL0,https://www.youtube.com/watch?v=cD_ZnuveAL0,False,False,,,,,,0,0.0,,,,,[],,
ECp3il1Avks,https://www.youtube.com/watch?v=ECp3il1Avks,False,True,,,,,,2,2435.25,,,,,[],,
v4PWfeL1zOg,https://www.youtube.com/watch?v=v4PWfeL1zOg,False,False,,,,,,0,0.0,,,,,[],,
_pUoxJ_j9gI,https://www.youtube.com/watch?v=_pUoxJ_j9gI,False,False,,,,,,0,0.0,,,,,[],,
4WRPADOTFa8,https://www.youtube.com/watch?v=4WRPADOTFa8,False,False,,,,,,0,0.0,,,,,[],,
s79bOBhxvcY,https://www.youtube.com/watch?v=s79bOBhxvcY,False,False,,,,,,0,0.0,,,,,[],,
EpzP5lQ2lKY,https://www.youtube.com/watch?v=EpzP5lQ2lKY,False,False,,,,,,0,0.0,,,,,[],,
6V32rB_SX7s,https://www.youtube.com/watch?v=6V32rB_SX7s,False,False,,,,,,0,0.0,,,,,[],,
2shRL_qRj9k,https://www.youtube.com/watch?v=2shRL_qRj9k,False,False,,,,,,0,0.0,,,,,[],,
A-EqzzhEiaw,https://www.youtube.com/watch?v=A-EqzzhEiaw,False,True,,,,,,3,3877.13,,,,,[],,
TrzvM5G8tiA,https://www.youtube.com/watch?v=TrzvM5G8tiA,False,False,,,,,,0,0.0,,,,,[],,
WzJuIKKxj6Q,https://www.youtube.com/watch?v=WzJuIKKxj6Q,False,False,,,,,,0,0.0,,,,,[],,
_s6R4zgBpHU,https://www.youtube.com/watch?v=_s6R4zgBpHU,False,False,,,,,,0,0.0,,,,,[],,
j2gDuIHKIko,https://www.youtube.com/watch?v=j2gDuIHKIko,False,True,,,,,,2,3.98,,,,,[],,
ZkuO146CMXk,https://www.youtube.com/watch?v=ZkuO146CMXk,False,False,,,,,,0,0.0,,,,,[],,
ZSdYSGcrpcg,https://www.youtube.com/watch?v=ZSdYSGcrpcg,False,False,,,,,,0,0.0,,,,,[],,
0j2XII9Xv-M,https://www.youtube.com/watch?v=0j2XII9Xv-M,False,False,,,,,,0,0.0,,,,,[],,
1Qy-bIwzt9c,https://www.youtube.com/watch?v=1Qy-bIwzt9c,False,False,,,,,,0,0.0,,,,,[],,
YeIRhS850F8,https://www.youtube.com/watch?v=YeIRhS850F8,False,False,,,,,,0,0.0,,,,,[],,
fQR-i-hiQe0,https://www.youtube.com/watch?v=fQR-i-hiQe0,False,False,,,,,,0,0.0,,,,,[],,
qIbfz_oyBjI,https://www.youtube.com/watch?v=qIbfz_oyBjI,False,False,,,,,,0,0.0,,,,,[],,
4k14nnsO1p0,https://www.youtube.com/watch?v=4k14nnsO1p0,False,False,,,,,,0,0.0,,,,,[],,
L7DmZ2X3fxc,https://www.youtube.com/watch?v=L7DmZ2X3fxc,False,False,,,,,,0,0.0,,,,,[],,
rleGJM17nKc,https://www.youtube.com/watch?v=rleGJM17nKc,False,False,,,,,,0,0.0,,,,,[],,
X1Ix0Wak5Us,https://www.youtube.com/watch?v=X1Ix0Wak5Us,False,False,,,,,,0,0.0,,,,,[],,
t9D0NlgGIAE,https://www.youtube.com/watch?v=t9D0NlgGIAE,False,False,,,,,,0,0.0,,,,,[],,
CoPZvXhHtPg,https://www.youtube.com/watch?v=CoPZvXhHtPg,False,False,,,,,,0,0.0,,,,,[],,
KUoSVcSLjXE,https://www.youtube.com/watch?v=KUoSVcSLjXE,False,False,,,,,,0,0.0,,,,,[],,
59tSuyLc2O0,https://www.youtube.com/watch?v=59tSuyLc2O0,False,False,,,,,,0,0.0,,,,,[],,
tMnQtPmsPdA,https://www.youtube.com/watch?v=tMnQtPmsPdA,False,False,,,,,,0,0.0,,,,,[],,
7P_tNI44N3g,https://www.youtube.com/watch?v=7P_tNI44N3g,False,False,,,,,,0,0.0,,,,,[],,
ryQXKRJI5QQ,https://www.youtube.com/watch?v=ryQXKRJI5QQ,False,False,,,,,,0,0.0,,,,,[],,
Wtf8dfTiL3g,https://www.youtube.com/watch?v=Wtf8dfTiL3g,False,False,,,,,,0,0.0,,,,,[],,
bigzzonYLoY,https://www.youtube.com/watch?v=bigzzonYLoY,False,False,,,,,,0,0.0,,,,,[],,
GMbgu9JchWM,https://www.youtube.com/watch?v=GMbgu9JchWM,False,False,,,,,,0,0.0,,,,,[],,
YMLyfzFlKuQ,https://www.youtube.com/watch?v=YMLyfzFlKuQ,False,False,,,,,,0,0.0,,,,,[],,
SruTDB4DmJQ,https://www.youtube.com/watch?v=SruTDB4DmJQ,False,False,,,,,,0,0.0,,,,,[],,
GOTdUpJJ-c0,https://www.youtube.com/watch?v=GOTdUpJJ-c0,False,False,,,,,,0,0.0,,,,,[],,
1zqEiKcyJb0,https://www.youtube.com/watch?v=1zqEiKcyJb0,False,False,,,,,,0,0.0,,,,,[],,
kDKyPRSsgd8,https://www.youtube.com/watch?v=kDKyPRSsgd8,False,False,,,,,,0,0.0,,,,,[],,
Q0iqsCyInSE,https://www.youtube.com/watch?v=Q0iqsCyInSE,False,False,,,,,,0,0.0,,,,,[],,
WuOk3TYr3QA,https://www.youtube.com/watch?v=WuOk3TYr3QA,False,False,,,,,,0,0.0,,,,,[],,
yDpx4XCM_qQ,https://www.youtube.com/watch?v=yDpx4XCM_qQ,False,False,,,,,,0,0.0,,,,,[],,
rIjdoEwXnds,https://www.youtube.com/watch?v=rIjdoEwXnds,False,False,,,,,,0,0.0,,,,,[],,
ay514il4bF4,https://www.youtube.com/watch?v=ay514il4bF4,False,False,,,,,,0,0.0,,,,,[],,
OdVFgUdFDyU,https://www.youtube.com/watch?v=OdVFgUdFDyU,False,False,,,,,,0,0.0,,,,,[],,
hNBTRsn7iW0,https://www.youtube.com/watch?v=hNBTRsn7iW0,False,False,,,,,,0,0.0,,,,,[],,
LCEWmtniL9M,https://www.youtube.com/watch?v=LCEWmtniL9M,False,False,,,,,,0,0.0,,,,,[],,
GkrZxFEerTU,https://www.youtube.com/watch?v=GkrZxFEerTU,False,False,,,,,,0,0.0,,,,,[],,
7_6feBojIfc,https://www.youtube.com/watch?v=7_6feBojIfc,False,False,,,,,,0,0.0,,,,,[],,
NfDaT5ZmNcs,https://www.youtube.com/watch?v=NfDaT5ZmNcs,False,False,,,,,,0,0.0,,,,,[],,
9D8ikS29LrQ,https://www.youtube.com/watch?v=9D8ikS29LrQ,False,False,,,,,,0,0.0,,,,,[],,
9J0L5UhIFPI,https://www.youtube.com/watch?v=9J0L5UhIFPI,False,False,,,,,,0,0.0,,,,,[],,
ArPl2KSLyD0,https://www.youtube.com/watch?v=ArPl2KSLyD0,False,False,,,,,,0,0.0,,,,,[],,
G46k-u0syYo,https://www.youtube.com/watch?v=G46k-u0syYo,False,False,,,,,,0,0.0,,,,,[],,
hfM4im1D_SA,https://www.youtube.com/watch?v=hfM4im1D_SA,False,False,,,,,,0,0.0,,,,,[],,
JPVjfhW6usA,https://www.youtube.com/watch?v=JPVjfhW6usA,False,False,,,,,,0,0.0,,,,,[],,
ACaS-EwAHc0,https://www.youtube.com/watch?v=ACaS-EwAHc0,False,False,,,,,,0,0.0,,,,,[],,
2HdVWImLHKE,https://www.youtube.com/watch?v=2HdVWImLHKE,False,False,,,,,,0,0.0,,,,,[],,
r4k03XeHbHM,https://www.youtube.com/watch?v=r4k03XeHbHM,False,False,,,,,,0,0.0,,,,,[],,
YeTTcimdxYI,https://www.youtube.com/watch?v=YeTTcimdxYI,False,False,,,,,,0,0.0,,,,,[],,
fXj2Bh3z8j4,https://www.youtube.com/watch?v=fXj2Bh3z8j4,False,False,,,,,,0,0.0,,,,,[],,
akotkHJ5h9U,https://www.youtube.com/watch?v=akotkHJ5h9U,False,False,,,,,,0,0.0,,,,,[],,
hNNUwi78yM4,https://www.youtube.com/watch?v=hNNUwi78yM4,False,False,,,,,,0,0.0,,,,,[],,
lWnXgzsfJoc,https://www.youtube.com/watch?v=lWnXgzsfJoc,False,True,,,,,,4,590.72,,,,,[],,
f8lhEpeyD48,https://www.youtube.com/watch?v=f8lhEpeyD48,False,False,,,,,,0,0.0,,,,,[],,
7lM-Y4XndsE,https://www.youtube.com/watch?v=7lM-Y4XndsE,False,False,,,,,,0,0.0,,,,,[],,
TjGyLUeEbkM,https://www.youtube.com/watch?v=TjGyLUeEbkM,False,False,,,,,,0,0.0,,,,,[],,
qNj-yjscsGQ,https://www.youtube.com/watch?v=qNj-yjscsGQ,False,True,,,,,,32,377.88,,,,,[],,
mjHI9N67TxA,https://www.youtube.com/watch?v=mjHI9N67TxA,False,False,,,,,,0,0.0,,,,,[],,
gGa0mv1qANM,https://www.youtube.com/watch?v=gGa0mv1qANM,False,False,,,,,,0,0.0,,,,,[],,
L65qKt_lHk0,https://www.youtube.com/watch?v=L65qKt_lHk0,False,True,,,,,,3,173.58,,,,,[],,
L67iay69IDY,https://www.youtube.com/watch?v=L67iay69IDY,False,False,,,,,,0,0.0,,,,,[],,
hTBuTY0ywH4,https://www.youtube.com/watch?v=hTBuTY0ywH4,False,False,,,,,,0,0.0,,,,,[],,
5ej6cvCKsxk,https://www.youtube.com/watch?v=5ej6cvCKsxk,False,False,,,,,,0,0.0,,,,,[],,
V6Zm-lN_5h0,https://www.youtube.com/watch?v=V6Zm-lN_5h0,False,False,,,,,,0,0.0,,,,,[],,
zaBqVVuOA5U,https://www.youtube.com/watch?v=zaBqVVuOA5U,False,False,,,,,,0,0.0,,,,,[],,
erH4YLP4xSo,https://www.youtube.com/watch?v=erH4YLP4xSo,False,False,,,,,,0,0.0,,,,,[],,
lsI4Mi5WDfA,https://www.youtube.com/watch?v=lsI4Mi5WDfA,False,False,,,,,,0,0.0,,,,,[],,
SjjEtR8t3nA,https://www.youtube.com/watch?v=SjjEtR8t3nA,False,False,,,,,,0,0.0,,,,,[],,
R8TDSKXU98w,https://www.youtube.com/watch?v=R8TDSKXU98w,False,False,,,,,,0,0.0,,,,,[],,
h6sVmErByOY,https://www.youtube.com/watch?v=h6sVmErByOY,False,False,,,,,,0,0.0,,,,,[],,
hoJ2WT5nU14,https://www.youtube.com/watch?v=hoJ2WT5nU14,False,False,,,,,,0,0.0,,,,,[],,
92I7VBz74zo,https://www.youtube.com/watch?v=92I7VBz74zo,False,False,,,,,,0,0.0,,,,,[],,
v4mBPoMsYBw,https://www.youtube.com/watch?v=v4mBPoMsYBw,False,False,,,,,,0,0.0,,,,,[],,
7JopGBx0ZhY,https://www.youtube.com/watch?v=7JopGBx0ZhY,False,False,,,,,,0,0.0,,,,,[],,
9WXpgFaKhVA,https://www.youtube.com/watch?v=9WXpgFaKhVA,False,False,,,,,,0,0.0,,,,,[],,
jM1z4uHye2o,https://www.youtube.com/watch?v=jM1z4uHye2o,False,False,,,,,,0,0.0,,,,,[],,
I4l4nzpZ2KM,https://www.youtube.com/watch?v=I4l4nzpZ2KM,False,False,,,,,,0,0.0,,,,,[],,
cMwv0dc9EM0,https://www.youtube.com/watch?v=cMwv0dc9EM0,False,False,,,,,,0,0.0,,,,,[],,
grqfVhYTklc,https://www.youtube.com/watch?v=grqfVhYTklc,False,False,,,,,,0,0.0,,,,,[],,
H1tphypepMw,https://www.youtube.com/watch?v=H1tphypepMw,False,False,,,,,,0,0.0,,,,,[],,
j03aQirrcvY,https://www.youtube.com/watch?v=j03aQirrcvY,False,False,,,,,,0,0.0,,,,,[],,
Dll6VJ2C7wo,https://www.youtube.com/watch?v=Dll6VJ2C7wo,False,False,,,,,,0,0.0,,,,,[],,
1_HG2ivZGCM,https://www.youtube.com/watch?v=1_HG2ivZGCM,False,True,,,,,,2,908.76,,,,,[],,
OK-L1sj_Clo,https://www.youtube.com/watch?v=OK-L1sj_Clo,False,False,,,,,,0,0.0,,,,,[],,
ix4Z4sbvui4,https://www.youtube.com/watch?v=ix4Z4sbvui4,False,False,,,,,,0,0.0,,,,,[],,
eRu18PXqXU4,https://www.youtube.com/watch?v=eRu18PXqXU4,False,False,,,,,,0,0.0,,,,,[],,
o92Hz_4L-hQ,https://www.youtube.com/watch?v=o92Hz_4L-hQ,False,False,,,,,,0,0.0,,,,,[],,
_LTsjwiTN7w,https://www.youtube.com/watch?v=_LTsjwiTN7w,False,False,,,,,,0,0.0,,,,,[],,
BFKjG8TspE4,https://www.youtube.com/watch?v=BFKjG8TspE4,False,False,,,,,,0,0.0,,,,,[],,
BZsg5-6wd2Q,https://www.youtube.com/watch?v=BZsg5-6wd2Q,False,False,,,,,,0,0.0,,,,,[],,
tfEPgYCm08g,https://www.youtube.com/watch?v=tfEPgYCm08g,False,False,,,,,,0,0.0,,,,,[],,
V0LMlKmWPbQ,https://www.youtube.com/watch?v=V0LMlKmWPbQ,False,False,,,,,,0,0.0,,,,,[],,
Aqpvd-c1LE4,https://www.youtube.com/watch?v=Aqpvd-c1LE4,False,False,,,,,,0,0.0,,,,,[],,
78IJdhvY1zg,https://www.youtube.com/watch?v=78IJdhvY1zg,False,False,,,,,,0,0.0,,,,,[],,
or6GGnNqop8,https://www.youtube.com/watch?v=or6GGnNqop8,False,False,,,,,,0,0.0,,,,,[],,
h1G_B47AIqU,https://www.youtube.com/watch?v=h1G_B47AIqU,False,False,,,,,,0,0.0,,,,,[],,
FzZMfBtUgEo,https://www.youtube.com/watch?v=FzZMfBtUgEo,False,False,,,,,,0,0.0,,,,,[],,
nasfCCEIMEE,https://www.youtube.com/watch?v=nasfCCEIMEE,False,False,,,,,,0,0.0,,,,,[],,
m0XQOff4U7c,https://www.youtube.com/watch?v=m0XQOff4U7c,False,False,,,,,,0,0.0,,,,,[],,
KZkUeJtIImQ,https://www.youtube.com/watch?v=KZkUeJtIImQ,False,False,,,,,,0,0.0,,,,,[],,
rpm-8WemZ64,https://www.youtube.com/watch?v=rpm-8WemZ64,False,False,,,,,,0,0.0,,,,,[],,
C04qwyUPKig,https://www.youtube.com/watch?v=C04qwyUPKig,False,False,,,,,,0,0.0,,,,,[],,
Lp-BfjbgMRg,https://www.youtube.com/watch?v=Lp-BfjbgMRg,False,False,,,,,,0,0.0,,,,,[],,
Nc4Czmt56Vg,https://www.youtube.com/watch?v=Nc4Czmt56Vg,False,False,,,,,,0,0.0,,,,,[],,
uCFFhoA_8Hw,https://www.youtube.com/watch?v=uCFFhoA_8Hw,False,False,,,,,,0,0.0,,,,,[],,
22W8ghhNqWI,https://www.youtube.com/watch?v=22W8ghhNqWI,False,False,,,,,,0,0.0,,,,,[],,
2y8K6vuHeHU,https://www.youtube.com/watch?v=2y8K6vuHeHU,False,False,,,,,,0,0.0,,,,,[],,
mzZxB1sCXXA,https://www.youtube.com/watch?v=mzZxB1sCXXA,False,False,,,,,,0,0.0,,,,,[],,
32Vw40nUSwA,https://www.youtube.com/watch?v=32Vw40nUSwA,False,False,,,,,,0,0.0,,,,,[],,
QQyAFU1XU08,https://www.youtube.com/watch?v=QQyAFU1XU08,False,False,,,,,,0,0.0,,,,,[],,
M5AX8pTSwiI,https://www.youtube.com/watch?v=M5AX8pTSwiI,False,False,,,,,,0,0.0,,,,,[],,
AhX6-uIbA7U,https://www.youtube.com/watch?v=AhX6-uIbA7U,False,False,,,,,,0,0.0,,,,,[],,
JEPtmDMX1fw,https://www.youtube.com/watch?v=JEPtmDMX1fw,False,False,,,,,,0,0.0,,,,,[],,
5-KFPZQf8as,https://www.youtube.com/watch?v=5-KFPZQf8as,False,False,,,,,,0,0.0,,,,,[],,
S3gOtYvzU0c,https://www.youtube.com/watch?v=S3gOtYvzU0c,False,False,,,,,,0,0.0,,,,,[],,
tYz-7vHHynk,https://www.youtube.com/watch?v=tYz-7vHHynk,False,True,,,,,,2,519.33,,,,,[],,
1QDpjNDVG0E,https://www.youtube.com/watch?v=1QDpjNDVG0E,False,True,,,,,,2,3740.24,,,,,[],,
fV7cCRzSm8U,https://www.youtube.com/watch?v=fV7cCRzSm8U,False,False,,,,,,0,0.0,,,,,[],,
6nrgID38LrY,https://www.youtube.com/watch?v=6nrgID38LrY,False,True,,,,,,3,7.03,,,,,[],,
B6NQAEAYQPc,https://www.youtube.com/watch?v=B6NQAEAYQPc,False,False,,,,,,0,0.0,,,,,[],,
toNaJ-QCmEw,https://www.youtube.com/watch?v=toNaJ-QCmEw,False,True,,,,,,2,3029.72,,,,,[],,
Xw5gXGVR8UI,https://www.youtube.com/watch?v=Xw5gXGVR8UI,False,False,,,,,,0,0.0,,,,,[],,
svLrcaXT0_o,https://www.youtube.com/watch?v=svLrcaXT0_o,False,False,,,,,,0,0.0,,,,,[],,
kWYVrLzxhCw,https://www.youtube.com/watch?v=kWYVrLzxhCw,False,False,,,,,,0,0.0,,,,,[],,
8yP5pX17evE,https://www.youtube.com/watch?v=8yP5pX17evE,False,False,,,,,,0,0.0,,,,,[],,
IhJJi0RWzU4,https://www.youtube.com/watch?v=IhJJi0RWzU4,False,False,,,,,,0,0.0,,,,,[],,
B5IOKHwFyhU,https://www.youtube.com/watch?v=B5IOKHwFyhU,False,False,,,,,,0,0.0,,,,,[],,
59H_CmlXh2U,https://www.youtube.com/watch?v=59H_CmlXh2U,False,False,,,,,,0,0.0,,,,,[],,
VF9QSinFfxA,https://www.youtube.com/watch?v=VF9QSinFfxA,False,True,,,,,,2,396.84,,,,,[],,
qrrmLFBl9uo,https://www.youtube.com/watch?v=qrrmLFBl9uo,False,True,,,,,,2,1302.66,,,,,[],,
BIVTnxaCrkg,https://www.youtube.com/watch?v=BIVTnxaCrkg,False,False,,,,,,0,0.0,,,,,[],,
rpJx5VLQMxk,https://www.youtube.com/watch?v=rpJx5VLQMxk,False,False,,,,,,0,0.0,,,,,[],,
Q9-sQVqB8i4,https://www.youtube.com/watch?v=Q9-sQVqB8i4,False,False,,,,,,0,0.0,,,,,[],,
uYiVtZHns-A,https://www.youtube.com/watch?v=uYiVtZHns-A,False,False,,,,,,0,0.0,,,,,[],,
rGK3_lDLHA0,https://www.youtube.com/watch?v=rGK3_lDLHA0,False,False,,,,,,0,0.0,,,,,[],,
lfKt3oAP9Pc,https://www.youtube.com/watch?v=lfKt3oAP9Pc,False,False,,,,,,0,0.0,,,,,[],,
sU53PBjl3e8,https://www.youtube.com/watch?v=sU53PBjl3e8,False,False,,,,,,0,0.0,,,,,[],,
PRdcpYGuzBs,https://www.youtube.com/watch?v=PRdcpYGuzBs,False,False,,,,,,0,0.0,,,,,[],,
cF1C2tfBNGs,https://www.youtube.com/watch?v=cF1C2tfBNGs,False,False,,,,,,0,0.0,,,,,[],,
mvYlha15stU,https://www.youtube.com/watch?v=mvYlha15stU,False,False,,,,,,0,0.0,,,,,[],,
Vqe-sOk2p_w,https://www.youtube.com/watch?v=Vqe-sOk2p_w,False,False,,,,,,0,0.0,,,,,[],,
J8jQd5QwPiY,https://www.youtube.com/watch?v=J8jQd5QwPiY,False,False,,,,,,0,0.0,,,,,[],,
sqlW_vMliBg,https://www.youtube.com/watch?v=sqlW_vMliBg,False,False,,,,,,0,0.0,,,,,[],,
rKLQP1o_TWI,https://www.youtube.com/watch?v=rKLQP1o_TWI,False,False,,,,,,0,0.0,,,,,[],,
59AYXzCa-Cs,https://www.youtube.com/watch?v=59AYXzCa-Cs,False,False,,,,,,0,0.0,,,,,[],,
QGjP0duHG8o,https://www.youtube.com/watch?v=QGjP0duHG8o,False,False,,,,,,0,0.0,,,,,[],,
h_2Sc3jb1iw,https://www.youtube.com/watch?v=h_2Sc3jb1iw,False,True,,,,,,3,463.48,,,,,[],,
CmRfj2fFw-8,https://www.youtube.com/watch?v=CmRfj2fFw-8,False,False,,,,,,0,0.0,,,,,[],,
z9tbxJ37dw0,https://www.youtube.com/watch?v=z9tbxJ37dw0,False,False,,,,,,0,0.0,,,,,[],,
JOqNZflkn6w,https://www.youtube.com/watch?v=JOqNZflkn6w,False,False,,,,,,0,0.0,,,,,[],,
u_D1Q3YpgGE,https://www.youtube.com/watch?v=u_D1Q3YpgGE,False,True,,,,,,2,117.36,,,,,[],,
iCxnrhMVT2Q,https://www.youtube.com/watch?v=iCxnrhMVT2Q,False,False,,,,,,0,0.0,,,,,[],,
FOWBf_Rt6Vc,https://www.youtube.com/watch?v=FOWBf_Rt6Vc,False,False,,,,,,0,0.0,,,,,[],,
35mVeKMAJU8,https://www.youtube.com/watch?v=35mVeKMAJU8,False,False,,,,,,0,0.0,,,,,[],,
AY_hD4dsW-U,https://www.youtube.com/watch?v=AY_hD4dsW-U,False,False,,,,,,0,0.0,,,,,[],,
4c_0dSVmHUs,https://www.youtube.com/watch?v=4c_0dSVmHUs,False,True,,,,,,2,1732.52,,,,,[],,
i8lzBy6aYu4,https://www.youtube.com/watch?v=i8lzBy6aYu4,False,False,,,,,,0,0.0,,,,,[],,
oO0yaqqTP3I,https://www.youtube.com/watch?v=oO0yaqqTP3I,False,False,,,,,,0,0.0,,,,,[],,
ejf2nrfWJWo,https://www.youtube.com/watch?v=ejf2nrfWJWo,False,False,,,,,,0,0.0,,,,,[],,
tS3jnaSWmrs,https://www.youtube.com/watch?v=tS3jnaSWmrs,False,False,,,,,,0,0.0,,,,,[],,
Cycnm_aK_EU,https://www.youtube.com/watch?v=Cycnm_aK_EU,False,False,,,,,,0,0.0,,,,,[],,
_FGweuJL8MQ,https://www.youtube.com/watch?v=_FGweuJL8MQ,False,True,,,,,,2,3226.72,,,,,[],,
BxjmTM0YLjE,https://www.youtube.com/watch?v=BxjmTM0YLjE,False,False,,,,,,0,0.0,,,,,[],,
zepZYRuD98E,https://www.youtube.com/watch?v=zepZYRuD98E,False,False,,,,,,0,0.0,,,,,[],,
XxM7yJhRd1A,https://www.youtube.com/watch?v=XxM7yJhRd1A,False,False,,,,,,0,0.0,,,,,[],,
UESa4lwP5ow,https://www.youtube.com/watch?v=UESa4lwP5ow,False,False,,,,,,0,0.0,,,,,[],,
ZVJtBNjuQDs,https://www.youtube.com/watch?v=ZVJtBNjuQDs,False,False,,,,,,0,0.0,,,,,[],,
JSOiJmNWq2w,https://www.youtube.com/watch?v=JSOiJmNWq2w,False,False,,,,,,0,0.0,,,,,[],,
PVpB11J0FEU,https://www.youtube.com/watch?v=PVpB11J0FEU,False,False,,,,,,0,0.0,,,,,[],,
F0mcd3STU3Q,https://www.youtube.com/watch?v=F0mcd3STU3Q,False,False,,,,,,0,0.0,,,,,[],,
A1H1MlzKNs8,https://www.youtube.com/watch?v=A1H1MlzKNs8,False,False,,,,,,0,0.0,,,,,[],,
RU4kQYXy220,https://www.youtube.com/watch?v=RU4kQYXy220,False,False,,,,,,0,0.0,,,,,[],,
N_J8OGrTzok,https://www.youtube.com/watch?v=N_J8OGrTzok,False,True,,,,,,2,483.36,,,,,[],,
0idJpwJg_J8,https://www.youtube.com/watch?v=0idJpwJg_J8,False,False,,,,,,0,0.0,,,,,[],,
Z-zE1zOMmwc,https://www.youtube.com/watch?v=Z-zE1zOMmwc,False,True,,,,,,8,436.12,,,,,[],,
PDQzSn79tuw,https://www.youtube.com/watch?v=PDQzSn79tuw,False,False,,,,,,0,0.0,,,,,[],,
PKOAM7SHeBw,https://www.youtube.com/watch?v=PKOAM7SHeBw,False,False,,,,,,0,0.0,,,,,[],,
1DeFguT_qSo,https://www.youtube.com/watch?v=1DeFguT_qSo,False,False,,,,,,0,0.0,,,,,[],,
zKCH2IonXfM,https://www.youtube.com/watch?v=zKCH2IonXfM,False,False,,,,,,0,0.0,,,,,[],,
T5D8F9I47Dw,https://www.youtube.com/watch?v=T5D8F9I47Dw,False,True,,,,,,2,10899.99,,,,,[],,
1-Wbb8D_vZw,https://www.youtube.com/watch?v=1-Wbb8D_vZw,False,False,,,,,,0,0.0,,,,,[],,
dql4zmbw_gM,https://www.youtube.com/watch?v=dql4zmbw_gM,False,False,,,,,,0,0.0,,,,,[],,
8kCSXRLBJVk,https://www.youtube.com/watch?v=8kCSXRLBJVk,False,False,,,,,,0,0.0,,,,,[],,
wngsBW_1P1E,https://www.youtube.com/watch?v=wngsBW_1P1E,False,False,,,,,,0,0.0,,,,,[],,
bJitWlMOLPw,https://www.youtube.com/watch?v=bJitWlMOLPw,False,True,,,,,,0,0.0,,,,,[],,
kKPKD5-fgQk,https://www.youtube.com/watch?v=kKPKD5-fgQk,False,False,,,,,,0,0.0,,,,,[],,
ibq-hS-G1JQ,https://www.youtube.com/watch?v=ibq-hS-G1JQ,False,False,,,,,,0,0.0,,,,,[],,
L5YzM2D1DNQ,https://www.youtube.com/watch?v=L5YzM2D1DNQ,False,False,,,,,,0,0.0,,,,,[],,
D13t8AZNnwE,https://www.youtube.com/watch?v=D13t8AZNnwE,False,False,,,,,,0,0.0,,,,,[],,
PgzkOaizAH8,https://www.youtube.com/watch?v=PgzkOaizAH8,False,True,,,,,,2,2.0,,,,,[],,
IZraQ0m8RsU,https://www.youtube.com/watch?v=IZraQ0m8RsU,False,False,,,,,,0,0.0,,,,,[],,
rwAxm74u9Vs,https://www.youtube.com/watch?v=rwAxm74u9Vs,False,False,,,,,,0,0.0,,,,,[],,
W4yETDSJ1z4,https://www.youtube.com/watch?v=W4yETDSJ1z4,False,False,,,,,,0,0.0,,,,,[],,
_KNOlDByTZ4,https://www.youtube.com/watch?v=_KNOlDByTZ4,False,False,,,,,,0,0.0,,,,,[],,
39ZK8U88JOU,https://www.youtube.com/watch?v=39ZK8U88JOU,False,False,,,,,,0,0.0,,,,,[],,
NZdrXwbpd3Q,https://www.youtube.com/watch?v=NZdrXwbpd3Q,False,False,,,,,,0,0.0,,,,,[],,
YjAXz1hFJug,https://www.youtube.com/watch?v=YjAXz1hFJug,False,False,,,,,,0,0.0,,,,,[],,
l70cVPchuMc,https://www.youtube.com/watch?v=l70cVPchuMc,False,True,,,,,,4,547.0,,,,,[],,
GSi5SoA56FA,https://www.youtube.com/watch?v=GSi5SoA56FA,False,False,,,,,,0,0.0,,,,,[],,
FmgKiEewk4g,https://www.youtube.com/watch?v=FmgKiEewk4g,False,False,,,,,,0,0.0,,,,,[],,
fcqVW45WTP8,https://www.youtube.com/watch?v=fcqVW45WTP8,False,False,,,,,,0,0.0,,,,,[],,
vKaRusBeft4,https://www.youtube.com/watch?v=vKaRusBeft4,False,False,,,,,,0,0.0,,,,,[],,
YlEXbBPl4dw,https://www.youtube.com/watch?v=YlEXbBPl4dw,False,False,,,,,,0,0.0,,,,,[],,
dUn98D6F6_k,https://www.youtube.com/watch?v=dUn98D6F6_k,False,False,,,,,,0,0.0,,,,,[],,
hdNFEUM4sL0,https://www.youtube.com/watch?v=hdNFEUM4sL0,False,False,,,,,,0,0.0,,,,,[],,
ax8NICfP_gM,https://www.youtube.com/watch?v=ax8NICfP_gM,False,False,,,,,,0,0.0,,,,,[],,
Jj1psAqTDt4,https://www.youtube.com/watch?v=Jj1psAqTDt4,False,False,,,,,,0,0.0,,,,,[],,
9ld-BDLAcdo,https://www.youtube.com/watch?v=9ld-BDLAcdo,False,False,,,,,,0,0.0,,,,,[],,
